city,state_id,state_name,lat,lng,id
New York,NY,New York,40.6943,-73.9249,1840034016
Los Angeles,CA,California,34.1139,-118.4068,1840020491
Chicago,IL,Illinois,41.8373,-87.6862,1840000494
Miami,FL,Florida,25.7839,-80.2102,1840015149
Dallas,TX,Texas,32.7936,-96.7662,1840019440
Philadelphia,PA,Pennsylvania,40.0077,-75.1339,1840000673
Houston,TX,Texas,29.7863,-95.3889,1840020925
Atlanta,GA,Georgia,33.7627,-84.4224,1840013660
Washington,DC,District of Columbia,38.9047,-77.0163,1840006060
Boston,MA,Massachusetts,42.3188,-71.0846,1840000455
Phoenix,AZ,Arizona,33.5722,-112.0891,1840020568
Seattle,WA,Washington,47.6211,-122.3244,1840021117
San Francisco,CA,California,37.7562,-122.443,1840021543
Detroit,MI,Michigan,42.3834,-83.1024,1840003971
San Diego,CA,California,32.8312,-117.1225,1840021990
Minneapolis,MN,Minnesota,44.9635,-93.2678,1840007830
Tampa,FL,Florida,27.9942,-82.4451,1840015982
Denver,CO,Colorado,39.7621,-104.8759,1840018789
Brooklyn,NY,New York,40.6501,-73.9496,1840034030
Queens,NY,New York,40.7498,-73.7976,1840034002
Riverside,CA,California,33.9381,-117.3948,1840020551
Baltimore,MD,Maryland,39.3051,-76.6144,1840001592
Las Vegas,NV,Nevada,36.2333,-115.2654,1840020364
Portland,OR,Oregon,45.5372,-122.65,1840019941
San Antonio,TX,Texas,29.4658,-98.5253,1840022220
St. Louis,MO,Missouri,38.6358,-90.2451,1840001651
Sacramento,CA,California,38.5667,-121.4683,1840021491
Orlando,FL,Florida,28.4772,-81.3369,1840015099
San Jose,CA,California,37.3019,-121.8486,1840021570
Cleveland,OH,Ohio,41.4767,-81.6804,1840000596
Pittsburgh,PA,Pennsylvania,40.4396,-79.9762,1840001254
Austin,TX,Texas,30.3004,-97.7522,1840019590
Cincinnati,OH,Ohio,39.1413,-84.5061,1840003814
Kansas City,MO,Missouri,39.1239,-94.5541,1840008535
Manhattan,NY,New York,40.7834,-73.9662,1840034000
Indianapolis,IN,Indiana,39.7771,-86.1458,1840030084
Columbus,OH,Ohio,39.9862,-82.985,1840003760
Charlotte,NC,North Carolina,35.208,-80.8304,1840014557
Virginia Beach,VA,Virginia,36.7335,-76.0435,1840003871
Bronx,NY,New York,40.8501,-73.8662,1840033999
Milwaukee,WI,Wisconsin,43.0642,-87.9673,1840003046
Providence,RI,Rhode Island,41.823,-71.4187,1840003289
Jacksonville,FL,Florida,30.3322,-81.6749,1840015031
Salt Lake City,UT,Utah,40.7777,-111.9306,1840021383
Nashville,TN,Tennessee,36.1715,-86.7843,1840036155
Richmond,VA,Virginia,37.5295,-77.4756,1840001698
Memphis,TN,Tennessee,35.1046,-89.9773,1840015457
Raleigh,NC,North Carolina,35.8325,-78.6435,1840014497
New Orleans,LA,Louisiana,30.0687,-89.9288,1840001839
Louisville,KY,Kentucky,38.1663,-85.6485,1840030815
Oklahoma City,OK,Oklahoma,35.4676,-97.5136,1840020428
Bridgeport,CT,Connecticut,41.1918,-73.1953,1840004836
Buffalo,NY,New York,42.9016,-78.8487,1840000386
Fort Worth,TX,Texas,32.7811,-97.3473,1840020696
Hartford,CT,Connecticut,41.7661,-72.6834,1840004773
Tucson,AZ,Arizona,32.1545,-110.8782,1840022101
Omaha,NE,Nebraska,41.2627,-96.0522,1840009315
El Paso,TX,Texas,31.8479,-106.4309,1840023252
McAllen,TX,Texas,26.2273,-98.2471,1840021024
Albuquerque,NM,New Mexico,35.1053,-106.6464,1840019176
Birmingham,AL,Alabama,33.5277,-86.7987,1840006507
Sarasota,FL,Florida,27.3386,-82.5431,1840015988
Dayton,OH,Ohio,39.7797,-84.1998,1840034249
Rochester,NY,New York,43.168,-77.6162,1840000373
Fresno,CA,California,36.7831,-119.7941,1840020319
Allentown,PA,Pennsylvania,40.5961,-75.4756,1840001044
Tulsa,OK,Oklahoma,36.1284,-95.9042,1840021672
Cape Coral,FL,Florida,26.6446,-81.9956,1840015130
Concord,CA,California,37.9722,-122.0016,1840018905
Colorado Springs,CO,Colorado,38.8674,-104.7606,1840018825
Charleston,SC,South Carolina,32.8153,-79.9628,1840015163
Springfield,MA,Massachusetts,42.1155,-72.5395,1840000466
Grand Rapids,MI,Michigan,42.962,-85.6562,1840002928
Mission Viejo,CA,California,33.6095,-117.655,1840020580
Albany,NY,New York,42.6664,-73.7987,1840000417
Knoxville,TN,Tennessee,35.9692,-83.9496,1840014486
Bakersfield,CA,California,35.3529,-119.0359,1840019148
Ogden,UT,Utah,41.2278,-111.9682,1840020135
Baton Rouge,LA,Louisiana,30.4418,-91.131,1840013941
Akron,OH,Ohio,41.0798,-81.5219,1840000791
New Haven,CT,Connecticut,41.3112,-72.9246,1840004850
Columbia,SC,South Carolina,34.0376,-80.9037,1840014730
Mesa,AZ,Arizona,33.4017,-111.718,1840020566
Palm Bay,FL,Florida,27.955,-80.6627,1840015094
Provo,UT,Utah,40.2457,-111.6457,1840020174
Worcester,MA,Massachusetts,42.2705,-71.8079,1840000434
Murrieta,CA,California,33.572,-117.1909,1840020553
Greenville,SC,South Carolina,34.8353,-82.3647,1840013501
Wichita,KS,Kansas,37.6896,-97.3442,1840001686
Toledo,OH,Ohio,41.6639,-83.5822,1840000572
Staten Island,NY,New York,40.5834,-74.1496,1840034032
Des Moines,IA,Iowa,41.5725,-93.6105,1840007069
Long Beach,CA,California,33.7981,-118.1675,1840020490
Port St. Lucie,FL,Florida,27.2796,-80.3883,1840015119
Denton,TX,Texas,33.2176,-97.1419,1840019390
Madison,WI,Wisconsin,43.0826,-89.3931,1840002915
Reno,NV,Nevada,39.5497,-119.8483,1840020121
Harrisburg,PA,Pennsylvania,40.2752,-76.8843,1840001288
Little Rock,AR,Arkansas,34.7256,-92.3576,1840015509
Oakland,CA,California,37.7903,-122.2165,1840020296
Durham,NC,North Carolina,35.9794,-78.9031,1840013364
Winston-Salem,NC,North Carolina,36.1029,-80.2611,1840015324
Bonita Springs,FL,Florida,26.3559,-81.7861,1840014227
Indio,CA,California,33.7346,-116.2346,1840019304
Palm Coast,FL,Florida,29.5392,-81.246,1840015064
Chattanooga,TN,Tennessee,35.0657,-85.2488,1840014569
Spokane,WA,Washington,47.6671,-117.433,1840021093
Syracuse,NY,New York,43.0409,-76.1438,1840000378
Lancaster,PA,Pennsylvania,40.0421,-76.3012,1840003718
Arlington,TX,Texas,32.6998,-97.125,1840019422
Stockton,CA,California,37.9765,-121.3109,1840021517
Poughkeepsie,NY,New York,41.6949,-73.921,1840000500
Augusta,GA,Georgia,33.3645,-82.0708,1840029462
Boise,ID,Idaho,43.6007,-116.2312,1840027142
Oxnard,CA,California,34.1963,-119.1815,1840020474
Scranton,PA,Pennsylvania,41.4044,-75.6649,1840003389
Modesto,CA,California,37.6374,-121.0028,1840020287
Kissimmee,FL,Florida,28.3042,-81.4164,1840015109
Aurora,CO,Colorado,39.7087,-104.7273,1840018794
Youngstown,OH,Ohio,41.0993,-80.6463,1840003563
Fayetteville,AR,Arkansas,36.0713,-94.166,1840013368
Anaheim,CA,California,33.839,-117.8572,1840019322
Pensacola,FL,Florida,30.4427,-87.1886,1840015005
Victorville,CA,California,34.5277,-117.3536,1840021731
Lancaster,CA,California,34.6935,-118.1753,1840020516
Greensboro,NC,North Carolina,36.0956,-79.8269,1840013356
Corpus Christi,TX,Texas,27.726,-97.3755,1840019718
Fort Wayne,IN,Indiana,41.0886,-85.1437,1840008261
Santa Ana,CA,California,33.7366,-117.8819,1840021964
Flint,MI,Michigan,43.0235,-83.6922,1840002949
Fayetteville,NC,North Carolina,35.0846,-78.9776,1840013490
Jackson,MS,Mississippi,32.3163,-90.2124,1840014895
Santa Rosa,CA,California,38.4458,-122.7067,1840021488
Lansing,MI,Michigan,42.7142,-84.5601,1840003102
Lexington,KY,Kentucky,38.0423,-84.4587,1840015211
Ann Arbor,MI,Michigan,42.2755,-83.7312,1840003172
Henderson,NV,Nevada,36.0133,-115.038,1840020361
Huntsville,AL,Alabama,34.6988,-86.6412,1840005061
Mobile,AL,Alabama,30.6783,-88.1162,1840006009
Fort Collins,CO,Colorado,40.5478,-105.0656,1840020151
Asheville,NC,North Carolina,35.5704,-82.5536,1840013411
Santa Clarita,CA,California,34.4175,-118.4964,1840021864
St. Paul,MN,Minnesota,44.9477,-93.104,1840008940
Antioch,CA,California,37.9789,-121.7958,1840018903
Lakeland,FL,Florida,28.0556,-81.9545,1840015108
